Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Fix versions,Due date,Votes,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Academy Requests),Custom field (Access Card),Custom field (Access Card Request),Custom field (Actual end),Custom field (Actual start),Custom field (Add Participants),Custom field (Add Participants),Custom field (Add Participants),Custom field (Add Participants)Id,Custom field (Add Participants)Id,Custom field (Add Participants)Id,Custom field (AddressedTo),Custom field (Affected hardware),Custom field (Affected services),Custom field (Approvals),Custom field (Approvers),Custom field (Approvers)Id,Custom field (Backout plan),Custom field (Category),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Complaint Type),Custom field (Development),Custom field (Document Change Type),Custom field (Document URL),Custom field (EDA Tools),Custom field (Employee Relations Request),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Focus Areas),Custom field (Goals),Custom field (HRIS),Custom field (Hardware Type),Custom field (ID),Custom field (ID),Custom field (ID Numbers Only),Custom field (IT Priority),Custom field (Impact),Custom field (Implementation plan),Custom field (Include Salary),Custom field (Investigation reason),Custom field (Issue color),Custom field (Language),Custom field (Location),Custom field (Location),Custom field (Locked forms),Custom field (Maintenance Type),Custom field (Major incident),Custom field (Medical Insurance Request),Custom field (Open forms),Custom field (Operational categorization),Custom field (Organization Development Request),Custom field (Organizations),Custom field (Others),Custom field (Others)Id,Custom field (Participants),Custom field (Participants)Id,Custom field (Payroll Calculation),Custom field (Pending reason),Custom field (Performance Management Request),Custom field (Personal Document Type),Custom field (Planned end),Custom field (Planned start),Custom field (Priority Security Queue),Custom field (Product categorization),Custom field (Project),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Referral Program Request),Custom field (Request Type),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Request participants),Custom field (Request participants),Custom field (Responders),Custom field (Root cause),Custom field (Salary Included),Satisfaction rating,Custom field (Satisfaction date),Custom field (Sentiment),Custom field (Severity),Custom field (Si-Desking Request),Custom field (Source),Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Synopsys Request),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test plan),Custom field (Time to close after resolution),Custom field (Time to done),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Time to review normal change),Custom field (Time to triage normal change),Custom field (Total forms),Custom field (Urgency),Custom field (Vacation Type),Custom field (Vacations Request),Custom field (Vulnerability),Custom field (Work category),Custom field (Workaround),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Custom field (uuid),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Status Category,Status Category Changed
Chair pump malfunction,SVF-153,10226,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,High,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,haitham.ghoniem@Si-vision.com,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:057af517-aac5-4f2d-b185-5ab0af94b20f,haitham.ghoniem@Si-vision.com,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:057af517-aac5-4f2d-b185-5ab0af94b20f,20/Aug/24 10:59 AM,20/Aug/24 4:20 PM,,20/Aug/24 4:20 PM,,,0,,,"Hello, 



My Chair pump is not working properly, I connot adjust it.



Thanks, ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5342802d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0019r:,,,Chair Fixing,English,,,,,,,,,,,,,,,,,,,,,,,,-2:20,10:39,,,,,,,,service-request,,,1_*:*_1_*:*_2894152_*|*_5_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_16324718,,,,,,,,,Done,20/Aug/24 4:20 PM
Mouse battery request,SVF-152,10225,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,High,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Mostafa Meligy,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:0606190e-8482-45f5-ba8e-ecd15535ec9a,Mostafa Meligy,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:0606190e-8482-45f5-ba8e-ecd15535ec9a,19/Aug/24 3:38 PM,25/Aug/24 1:34 PM,,25/Aug/24 1:33 PM,,,0,,,I need mouse battery for my wireless mouse. it’s AA type (the larger one not the smaller),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@473b5232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0019j:,,,Mouse Battery,English,,,,,,,5,25/Aug/24 1:34 PM,,,,,,,,,,,,,,,,-31:21,-18:21,,,,,,,,service-request,,,1_*:*_1_*:*_275109_*|*_5_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_510595621,,"25/Aug/24 12:43 PM;qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:0606190e-8482-45f5-ba8e-ecd15535ec9a;Assalamu Alaikom.
Any update? I’m onsite today and need it

BR,
Meligy.",,,,,,,Done,25/Aug/24 1:33 PM
Request for a new chair,SVF-151,10224,[System] Service request,Canceled,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,High,Won't Do,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Rana Ashraf,712020:41a85d9d-ef35-4fee-a793-b8132796b557,Rana Ashraf,712020:41a85d9d-ef35-4fee-a793-b8132796b557,19/Aug/24 2:54 PM,19/Aug/24 2:58 PM,,19/Aug/24 2:58 PM,,,0,,,I need a new chair that has neck support and adjustable arm handles as I have a medical condition in my neck and I should improve my sitting posture.,,omar.abdelbaset,,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2ebd44a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0019b:,,,Chair Fixing,English,,,,,,,,,,,,,,,,,,,,,,,,2:55,15:55,,,,,,,,service-request,,2024-08-19 11:58:31.741,1_*:*_1_*:*_38750_*|*_10001_*:*_1_*:*_220695_*|*_10004_*:*_1_*:*_0,,"19/Aug/24 2:58 PM;712020:b231eb7c-3e66-407e-9004-e197c85d54b2;Hi rana ,

Your request is out of facilities team scope , 
Please refer to HR department with your medical case once it's approved , you can send an email to administration manager ( wahid mohamed) and he will get you the needed chair 

Best Regards ",,,,,,,Done,19/Aug/24 2:58 PM
Marshmallow Room Issues,SVF-150,10223,[System] Service request,Canceled,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Low,Won't Do,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Shrouk Shafie,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:8a1fb139-313b-415c-b987-1cf3e19ba641,Shrouk Shafie,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:8a1fb139-313b-415c-b987-1cf3e19ba641,19/Aug/24 11:33 AM,19/Aug/24 12:17 PM,,19/Aug/24 12:10 PM,,,0,,,"Hello, 

Please note that Marshmallow Room has some issues:

# The TV remote is not working, probably needs new batteries.
# The Polycom:
## It has a buzz sound while receiving,
## Very low speaker volume.
## Very low mic volume, the colleagues on the other end could not hear us well.



Appreciate your help.

Thank you

Shrouk

# 

",,omar.abdelbaset,,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@365fdf92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00193:,,,Other,English,,,,,,,5,19/Aug/24 12:17 PM,,,,,,,,,,,,,,,,7:22,79:22,,,,,,,,service-request,,2024-08-19 09:10:31.989,1_*:*_1_*:*_2163531_*|*_10001_*:*_1_*:*_81373_*|*_10004_*:*_1_*:*_0,,"19/Aug/24 12:10 PM;712020:b231eb7c-3e66-407e-9004-e197c85d54b2;Hello shrouk , 

please be noted that all the mentioned issue is out of facilities team scope , please re open this ticket to IT department  

Best regards ",,,,,,,Done,19/Aug/24 12:10 PM
I want a notebook to use as my one has been finished.,SVF-149,10222,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Medium,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Aya Abdelrahman,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:55f804ef-dd29-435d-a1c1-bb44de5c3331,Aya Abdelrahman,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:55f804ef-dd29-435d-a1c1-bb44de5c3331,19/Aug/24 11:06 AM,19/Aug/24 4:10 PM,,19/Aug/24 4:09 PM,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4241dd65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0018v:,,,Notebook,English,,,,,,,5,19/Aug/24 4:10 PM,,,,,,,,,,,,,,,,0:56,26:56,,,,,,,,service-request,,,1_*:*_1_*:*_16634909_*|*_5_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_1560547,,,,,,,,,Done,19/Aug/24 4:09 PM
I need a card holder for my SV ID,SVF-148,10221,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Medium,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Sara Sameh,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:df75b26f-bf5a-4522-92b7-ea34391cf0a7,Sara Sameh,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:df75b26f-bf5a-4522-92b7-ea34391cf0a7,19/Aug/24 10:53 AM,19/Aug/24 1:59 PM,,19/Aug/24 1:59 PM,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4c52487a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0018n:,,,ID Holder,English,,,,,,,,,,,,,,,,,,,,,,,,2:54,28:54,,,,,,,,service-request,,,1_*:*_1_*:*_11151886_*|*_5_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_7860,,"19/Aug/24 1:55 PM;qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:df75b26f-bf5a-4522-92b7-ea34391cf0a7;Received it, Thanks for your help",,,,,,,Done,19/Aug/24 1:59 PM
One of my shannon legs is out of its place,SVF-147,10220,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,High,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Ahmed Khaled,712020:269c8c19-e83c-437b-a30c-5fa430e07e02,Ahmed Khaled,712020:269c8c19-e83c-437b-a30c-5fa430e07e02,19/Aug/24 10:43 AM,19/Aug/24 6:02 PM,,19/Aug/24 5:51 PM,,,0,,,"Hello,

My shannon at B2-Ground floor has a broken leg that needed to be fixed.",,,,,,,,,,,,,,19/Aug/24 10:42 AM;712020:269c8c19-e83c-437b-a30c-5fa430e07e02;image-20240819-074246.png;https://itsupportsivision.atlassian.net/rest/api/3/attachment/content/10010,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@341e60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0018f:,,,Shannon Fixing,English,,,,,,,5,19/Aug/24 6:02 PM,,,,,,,,,,,,,,,,-4:07,8:52,,,,,,,,service-request,,,1_*:*_1_*:*_3245922_*|*_5_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_22406641,,19/Aug/24 10:43 AM;712020:269c8c19-e83c-437b-a30c-5fa430e07e02;!image-20240819-074246.png|thumbnail!,,,,,,,Done,19/Aug/24 5:51 PM
My Desk does not have a desk organizer,SVF-146,10219,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Medium,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Ahmed Mokhles,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:41b19562-fc0e-420e-8f8c-b76bcc1f5b0b,Ahmed Mokhles,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:41b19562-fc0e-420e-8f8c-b76bcc1f5b0b,19/Aug/24 10:37 AM,19/Aug/24 4:18 PM,,19/Aug/24 4:10 PM,,,0,,,"I’m located in the 2nd floor, the desk to the right of “Loay Zahran”.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5d81b814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00187:,,,Desk Organizer,English,,,,,,,5,19/Aug/24 4:18 PM,,,,,,,,,,,,,,,,0:27,26:27,,,,,,,,service-request,,,1_*:*_1_*:*_19654763_*|*_5_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_271685,,,,,,,,,Done,19/Aug/24 4:10 PM
I need a key for my shannon,SVF-145,10218,[System] Service request,Canceled,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,High,Won't Do,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Omar Saad,712020:69e78551-13f4-4d94-ad78-7a72ffcad1d2,Omar Saad,712020:69e78551-13f4-4d94-ad78-7a72ffcad1d2,19/Aug/24 10:29 AM,25/Aug/24 11:27 AM,,25/Aug/24 11:27 AM,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@446d68b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0017z:,,,Shannon Fixing,English,,,,,,,,,,,,,,,,,,,,,,,,-36:30,-23:30,,,,,,,,service-request,,,1_*:*_1_*:*_20164883_*|*_10001_*:*_1_*:*_501687485_*|*_10004_*:*_1_*:*_0,,,,,,,,,Done,25/Aug/24 11:27 AM
Request new mouse battery,SVF-144,10217,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,High,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Ahmed Taha,712020:cd634e4f-0a94-44e9-9ed7-266624e0c611,Ahmed Taha,712020:cd634e4f-0a94-44e9-9ed7-266624e0c611,18/Aug/24 1:14 PM,18/Aug/24 3:13 PM,,18/Aug/24 2:05 PM,,,0,,,My mouse battery is not working and I need a new one,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@608ffa1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0017r:,,,Mouse Battery,English,,,,,,,5,18/Aug/24 3:13 PM,,,,,,,,,,,,,,,,3:00,16:00,,,,,,,,service-request,,,1_*:*_1_*:*_2993377_*|*_5_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_17046,,,,,,,,,Done,18/Aug/24 2:05 PM
I need a note book ,SVF-143,10216,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Medium,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Mostafa Osman,712020:72f00626-b3b9-4775-96c1-465c23fb037a,Mostafa Osman,712020:72f00626-b3b9-4775-96c1-465c23fb037a,18/Aug/24 1:09 PM,18/Aug/24 2:29 PM,,18/Aug/24 2:05 PM,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1b805ebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0017j:,,,Notebook,English,,,,,,,5,18/Aug/24 2:29 PM,,,,,,,,,,,,,,,,6:00,32:00,,,,,,,,service-request,,,1_*:*_1_*:*_3294620_*|*_5_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_22918,,,,,,,,,Done,18/Aug/24 2:05 PM
"I need a battery for my mouse , plz ?  ",SVF-142,10215,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,High,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Mostafa Osman,712020:72f00626-b3b9-4775-96c1-465c23fb037a,Mostafa Osman,712020:72f00626-b3b9-4775-96c1-465c23fb037a,18/Aug/24 1:09 PM,18/Aug/24 2:30 PM,,18/Aug/24 2:05 PM,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1ce81fb5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0017b:,,,Mouse Battery,English,,,,,,,5,18/Aug/24 2:30 PM,,,,,,,,,,,,,,,,3:00,16:00,,,,,,,,service-request,,,1_*:*_1_*:*_3318112_*|*_5_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_33818,,,,,,,,,Done,18/Aug/24 2:05 PM
I need a pen please,SVF-141,10213,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Medium,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Loay Zahran,712020:7af819fc-a255-4287-a7f5-5427f6e62a04,Loay Zahran,712020:7af819fc-a255-4287-a7f5-5427f6e62a04,18/Aug/24 12:40 PM,18/Aug/24 12:41 PM,,18/Aug/24 12:41 PM,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@15721ff7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0016v:,,,Pen,English,,,,,,,,,,,,,,,,,,,,,,,,6:00,32:00,,,,,,,,service-request,,,1_*:*_1_*:*_60822_*|*_5_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_9213,,"18/Aug/24 12:41 PM;712020:7af819fc-a255-4287-a7f5-5427f6e62a04;I have the received the pen now by Ahmed Hanafy

ticket can be closed",,,,,,,Done,18/Aug/24 12:41 PM
Kind request for a chair with an adjustable hand and neck protection ,SVF-140,10212,[System] Service request,Canceled,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,High,Won't Do,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Abdelrahman Elkafrawy,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:4c1e5a91-ca43-459c-8db4-c1367aa80509,Abdelrahman Elkafrawy,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:4c1e5a91-ca43-459c-8db4-c1367aa80509,18/Aug/24 11:53 AM,18/Aug/24 12:04 PM,,18/Aug/24 12:04 PM,,,0,,,"I appreciate to getting a chair with an adjustable hand and neck protection soon.

Thank you",,omar.abdelbaset,,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@47c9efcc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0016n:,,,Chair Fixing,English,,,,,,,,,,,,,,,,,,,,,,,,3:00,16:00,,,,,,,,service-request,,2024-08-18 09:04:22.539,1_*:*_1_*:*_303970_*|*_10001_*:*_1_*:*_334601_*|*_10004_*:*_1_*:*_0,,"18/Aug/24 12:04 PM;712020:b231eb7c-3e66-407e-9004-e197c85d54b2;Hi Abdelrhman, 

if you have a medical case please refer to HR department once your request is approved from HR side , you will need to send an email to wahid mohamed ( Administration manager) to get you the needed chair 

",,,,,,,Done,18/Aug/24 12:04 PM
I need a new chair,SVF-139,10211,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,High,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Reem Mohamed,712020:7c0391e0-965d-4405-a196-c5393f92ad10,Reem Mohamed,712020:7c0391e0-965d-4405-a196-c5393f92ad10,18/Aug/24 11:20 AM,18/Aug/24 12:15 PM,,18/Aug/24 11:58 AM,,,0,,,The knob in my chair is not working and it’s very low so the chair is very uncomfortable and hinders me from work.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@56ab767c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0016f:,,,Chair Fixing,English,,,,,,,5,18/Aug/24 12:15 PM,,,,,,,,,,,,,,,,3:00,16:00,,,,,,,,service-request,,,1_*:*_1_*:*_2310488_*|*_5_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_7800,,,,,,,,,Done,18/Aug/24 11:58 AM
Mouse battery is needed,SVF-138,10210,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,High,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Amr Elhosiny,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:8b26b537-e173-4375-817b-2ff27994d910,Amr Elhosiny,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:8b26b537-e173-4375-817b-2ff27994d910,18/Aug/24 11:04 AM,18/Aug/24 1:49 PM,,18/Aug/24 1:49 PM,,,0,,,Please leave it on my desk since I’ll be in a meeting till 12:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@704401b0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00167:,,,Mouse Battery,English,,,,,,,,,,,,,,,,,,,,,,,,3:00,16:00,,,,,,,,service-request,,,1_*:*_1_*:*_3232925_*|*_5_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_6644430,,,,,,,,,Done,18/Aug/24 1:49 PM
I need a note book and pencil,SVF-137,10209,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Medium,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Rawan Ezzeldin,712020:2382904b-cccc-409b-ad9e-85aef721eb37,Rawan Ezzeldin,712020:2382904b-cccc-409b-ad9e-85aef721eb37,15/Aug/24 10:30 AM,15/Aug/24 1:07 PM,,15/Aug/24 11:43 AM,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@8a8348a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0015z:,,,Notebook,English,,,,,,,5,15/Aug/24 1:07 PM,,,,,,,,,,,,,,,,4:47,30:47,,,,,,,,service-request,,,1_*:*_1_*:*_4369572_*|*_5_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_9364,,,,,,,,,Done,15/Aug/24 11:43 AM
big size notebooks,SVF-136,10207,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Medium,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,moaz.khaled@si-vision.com,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:b2c04cf9-3933-4915-b730-c6cee4b853e1,moaz.khaled@si-vision.com,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:b2c04cf9-3933-4915-b730-c6cee4b853e1,14/Aug/24 5:32 PM,15/Aug/24 12:09 PM,,14/Aug/24 9:28 PM,,,0,,,"I need two notebooks like this 

",,,,,,,,,,,,,,14/Aug/24 5:32 PM;qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:b2c04cf9-3933-4915-b730-c6cee4b853e1;bc7df0c2-61ae-45ed-9531-65fbe6e2f9ef.jfif;https://itsupportsivision.atlassian.net/rest/api/3/attachment/content/10009,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@59c4e1b6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0015j:,,,Notebook,English,,,,,,,5,15/Aug/24 12:09 PM,,,,,,,,,,,,,,,,5:32,31:32,,,,,,,,service-request,,,1_*:*_1_*:*_5688941_*|*_5_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_8482382,,14/Aug/24 5:32 PM;qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:b2c04cf9-3933-4915-b730-c6cee4b853e1;!bc7df0c2-61ae-45ed-9531-65fbe6e2f9ef.jfif|thumbnail!,,,,,,,Done,14/Aug/24 9:28 PM
